"Step","desert-tree-2 - train/grad_norm","desert-tree-2 - train/grad_norm__MIN","desert-tree-2 - train/grad_norm__MAX"
"0","23.106334686279297","23.106334686279297","23.106334686279297"
"1","23.106334686279297","23.106334686279297","23.106334686279297"
"2","21.48177146911621","21.48177146911621","21.48177146911621"
"3","21.48177146911621","21.48177146911621","21.48177146911621"
"4","24.400630950927734","24.400630950927734","24.400630950927734"
"5","24.400630950927734","24.400630950927734","24.400630950927734"
"6","23.791337966918945","23.791337966918945","23.791337966918945"
"7","23.791337966918945","23.791337966918945","23.791337966918945"
"8","21.46363067626953","21.46363067626953","21.46363067626953"
"9","21.46363067626953","21.46363067626953","21.46363067626953"
"10","22.538848876953125","22.538848876953125","22.538848876953125"
"11","22.538848876953125","22.538848876953125","22.538848876953125"
"12","31.842313766479492","31.842313766479492","31.842313766479492"
"13","31.842313766479492","31.842313766479492","31.842313766479492"
"14","22.71076202392578","22.71076202392578","22.71076202392578"
"15","22.71076202392578","22.71076202392578","22.71076202392578"
"16","23.363597869873047","23.363597869873047","23.363597869873047"
"17","23.363597869873047","23.363597869873047","23.363597869873047"
"18","22.217628479003906","22.217628479003906","22.217628479003906"
"19","22.217628479003906","22.217628479003906","22.217628479003906"
"20","25.5678768157959","25.5678768157959","25.5678768157959"
"21","25.5678768157959","25.5678768157959","25.5678768157959"
"22","21.345233917236328","21.345233917236328","21.345233917236328"
"23","21.345233917236328","21.345233917236328","21.345233917236328"
"24","25.049346923828125","25.049346923828125","25.049346923828125"
"25","25.049346923828125","25.049346923828125","25.049346923828125"
"26","21.656131744384766","21.656131744384766","21.656131744384766"
"27","21.656131744384766","21.656131744384766","21.656131744384766"
"28","21.383058547973633","21.383058547973633","21.383058547973633"
"29","21.383058547973633","21.383058547973633","21.383058547973633"
"30","22.225234985351562","22.225234985351562","22.225234985351562"
"31","22.225234985351562","22.225234985351562","22.225234985351562"
"32","22.17951011657715","22.17951011657715","22.17951011657715"
"33","22.17951011657715","22.17951011657715","22.17951011657715"
"34","21.790258407592773","21.790258407592773","21.790258407592773"
"35","21.790258407592773","21.790258407592773","21.790258407592773"
"36","21.29958152770996","21.29958152770996","21.29958152770996"
"37","21.29958152770996","21.29958152770996","21.29958152770996"
"38","22.199419021606445","22.199419021606445","22.199419021606445"
"39","22.199419021606445","22.199419021606445","22.199419021606445"
"40","22.922826766967773","22.922826766967773","22.922826766967773"
"41","22.922826766967773","22.922826766967773","22.922826766967773"
"42","21.723772048950195","21.723772048950195","21.723772048950195"
"43","21.723772048950195","21.723772048950195","21.723772048950195"
"44","21.151121139526367","21.151121139526367","21.151121139526367"
"45","21.151121139526367","21.151121139526367","21.151121139526367"
"46","19.7005615234375","19.7005615234375","19.7005615234375"
"47","19.7005615234375","19.7005615234375","19.7005615234375"
"48","19.11290740966797","19.11290740966797","19.11290740966797"
"49","19.11290740966797","19.11290740966797","19.11290740966797"
"50","20.430368423461914","20.430368423461914","20.430368423461914"
"51","20.430368423461914","20.430368423461914","20.430368423461914"
"52","21.830978393554688","21.830978393554688","21.830978393554688"
"53","21.830978393554688","21.830978393554688","21.830978393554688"
"54","22.056671142578125","22.056671142578125","22.056671142578125"
"55","22.056671142578125","22.056671142578125","22.056671142578125"
"56","21.378620147705078","21.378620147705078","21.378620147705078"
"57","21.378620147705078","21.378620147705078","21.378620147705078"
"58","18.53994369506836","18.53994369506836","18.53994369506836"
"59","18.53994369506836","18.53994369506836","18.53994369506836"
"60","20.93280029296875","20.93280029296875","20.93280029296875"
"61","20.93280029296875","20.93280029296875","20.93280029296875"
"62","18.96507453918457","18.96507453918457","18.96507453918457"
"63","18.96507453918457","18.96507453918457","18.96507453918457"
"64","22.20285987854004","22.20285987854004","22.20285987854004"
"65","22.20285987854004","22.20285987854004","22.20285987854004"
"66","17.709352493286133","17.709352493286133","17.709352493286133"
"67","17.709352493286133","17.709352493286133","17.709352493286133"
"68","21.067243576049805","21.067243576049805","21.067243576049805"
"69","21.067243576049805","21.067243576049805","21.067243576049805"
"70","17.063465118408203","17.063465118408203","17.063465118408203"
"71","17.063465118408203","17.063465118408203","17.063465118408203"
"72","22.424654006958008","22.424654006958008","22.424654006958008"
"73","22.424654006958008","22.424654006958008","22.424654006958008"
"74","16.164791107177734","16.164791107177734","16.164791107177734"
"75","16.164791107177734","16.164791107177734","16.164791107177734"
"76","17.116233825683594","17.116233825683594","17.116233825683594"
"77","17.116233825683594","17.116233825683594","17.116233825683594"
"78","17.93245506286621","17.93245506286621","17.93245506286621"
"79","17.93245506286621","17.93245506286621","17.93245506286621"
"80","16.07198143005371","16.07198143005371","16.07198143005371"
"81","16.07198143005371","16.07198143005371","16.07198143005371"
"82","19.607885360717773","19.607885360717773","19.607885360717773"
"83","19.607885360717773","19.607885360717773","19.607885360717773"
"84","18.44563102722168","18.44563102722168","18.44563102722168"
"85","18.44563102722168","18.44563102722168","18.44563102722168"
"86","24.276142120361328","24.276142120361328","24.276142120361328"
"87","24.276142120361328","24.276142120361328","24.276142120361328"
"88","18.24431800842285","18.24431800842285","18.24431800842285"
"89","18.24431800842285","18.24431800842285","18.24431800842285"
"90","16.281726837158203","16.281726837158203","16.281726837158203"
"91","16.281726837158203","16.281726837158203","16.281726837158203"
"92","15.033668518066406","15.033668518066406","15.033668518066406"
"93","15.033668518066406","15.033668518066406","15.033668518066406"
"94","14.536822319030762","14.536822319030762","14.536822319030762"
"95","14.536822319030762","14.536822319030762","14.536822319030762"
"96","14.958011627197266","14.958011627197266","14.958011627197266"
"97","14.958011627197266","14.958011627197266","14.958011627197266"
