"Step","rosy-aardvark-2 - train/grad_norm","rosy-aardvark-2 - train/grad_norm__MIN","rosy-aardvark-2 - train/grad_norm__MAX"
"0","22.081449508666992","22.081449508666992","22.081449508666992"
"1","22.081449508666992","22.081449508666992","22.081449508666992"
"2","21.715755462646484","21.715755462646484","21.715755462646484"
"3","21.715755462646484","21.715755462646484","21.715755462646484"
"4","22.28219223022461","22.28219223022461","22.28219223022461"
"5","22.28219223022461","22.28219223022461","22.28219223022461"
"6","24.038471221923828","24.038471221923828","24.038471221923828"
"7","24.038471221923828","24.038471221923828","24.038471221923828"
"8","21.007078170776367","21.007078170776367","21.007078170776367"
"9","21.007078170776367","21.007078170776367","21.007078170776367"
"10","21.2000732421875","21.2000732421875","21.2000732421875"
"11","21.2000732421875","21.2000732421875","21.2000732421875"
"12","23.410106658935547","23.410106658935547","23.410106658935547"
"13","23.410106658935547","23.410106658935547","23.410106658935547"
"14","23.71564483642578","23.71564483642578","23.71564483642578"
"15","23.71564483642578","23.71564483642578","23.71564483642578"
"16","23.271343231201172","23.271343231201172","23.271343231201172"
"17","23.271343231201172","23.271343231201172","23.271343231201172"
"18","20.330432891845703","20.330432891845703","20.330432891845703"
"19","20.330432891845703","20.330432891845703","20.330432891845703"
"20","21.351112365722656","21.351112365722656","21.351112365722656"
"21","21.351112365722656","21.351112365722656","21.351112365722656"
"22","21.460834503173828","21.460834503173828","21.460834503173828"
"23","21.460834503173828","21.460834503173828","21.460834503173828"
"24","23.262962341308594","23.262962341308594","23.262962341308594"
"25","23.262962341308594","23.262962341308594","23.262962341308594"
"26","20.800029754638672","20.800029754638672","20.800029754638672"
"27","20.800029754638672","20.800029754638672","20.800029754638672"
"28","18.772764205932617","18.772764205932617","18.772764205932617"
"29","18.772764205932617","18.772764205932617","18.772764205932617"
"30","22.23093605041504","22.23093605041504","22.23093605041504"
"31","22.23093605041504","22.23093605041504","22.23093605041504"
"32","18.703351974487305","18.703351974487305","18.703351974487305"
"33","18.703351974487305","18.703351974487305","18.703351974487305"
"34","19.003740310668945","19.003740310668945","19.003740310668945"
"35","19.003740310668945","19.003740310668945","19.003740310668945"
"36","18.55843734741211","18.55843734741211","18.55843734741211"
"37","18.55843734741211","18.55843734741211","18.55843734741211"
"38","20.20933723449707","20.20933723449707","20.20933723449707"
"39","20.20933723449707","20.20933723449707","20.20933723449707"
"40","18.16629409790039","18.16629409790039","18.16629409790039"
"41","18.16629409790039","18.16629409790039","18.16629409790039"
"42","15.5537691116333","15.5537691116333","15.5537691116333"
"43","15.5537691116333","15.5537691116333","15.5537691116333"
"44","17.049997329711914","17.049997329711914","17.049997329711914"
"45","17.049997329711914","17.049997329711914","17.049997329711914"
"46","15.241813659667969","15.241813659667969","15.241813659667969"
"47","15.241813659667969","15.241813659667969","15.241813659667969"
"48","13.727049827575684","13.727049827575684","13.727049827575684"
"49","13.727049827575684","13.727049827575684","13.727049827575684"
"50","14.291488647460938","14.291488647460938","14.291488647460938"
"51","14.291488647460938","14.291488647460938","14.291488647460938"
"52","16.10242462158203","16.10242462158203","16.10242462158203"
"53","16.10242462158203","16.10242462158203","16.10242462158203"
"54","15.600080490112305","15.600080490112305","15.600080490112305"
"55","15.600080490112305","15.600080490112305","15.600080490112305"
"56","14.383465766906738","14.383465766906738","14.383465766906738"
"57","14.383465766906738","14.383465766906738","14.383465766906738"
"58","12.089306831359863","12.089306831359863","12.089306831359863"
"59","12.089306831359863","12.089306831359863","12.089306831359863"
"60","11.013903617858887","11.013903617858887","11.013903617858887"
"61","11.013903617858887","11.013903617858887","11.013903617858887"
"62","10.599345207214355","10.599345207214355","10.599345207214355"
"63","10.599345207214355","10.599345207214355","10.599345207214355"
"64","11.837359428405762","11.837359428405762","11.837359428405762"
"65","11.837359428405762","11.837359428405762","11.837359428405762"
"66","9.830833435058594","9.830833435058594","9.830833435058594"
"67","9.830833435058594","9.830833435058594","9.830833435058594"
"68","10.123077392578125","10.123077392578125","10.123077392578125"
"69","10.123077392578125","10.123077392578125","10.123077392578125"
"70","8.709659576416016","8.709659576416016","8.709659576416016"
"71","8.709659576416016","8.709659576416016","8.709659576416016"
"72","9.726282119750977","9.726282119750977","9.726282119750977"
"73","9.726282119750977","9.726282119750977","9.726282119750977"
"74","9.372281074523926","9.372281074523926","9.372281074523926"
"75","9.372281074523926","9.372281074523926","9.372281074523926"
"76","12.043107986450195","12.043107986450195","12.043107986450195"
"77","12.043107986450195","12.043107986450195","12.043107986450195"
"78","11.20485782623291","11.20485782623291","11.20485782623291"
"79","11.20485782623291","11.20485782623291","11.20485782623291"
"80","8.325846672058105","8.325846672058105","8.325846672058105"
"81","8.325846672058105","8.325846672058105","8.325846672058105"
"82","10.032238960266113","10.032238960266113","10.032238960266113"
"83","10.032238960266113","10.032238960266113","10.032238960266113"
"84","12.222203254699707","12.222203254699707","12.222203254699707"
"85","12.222203254699707","12.222203254699707","12.222203254699707"
"86","8.927460670471191","8.927460670471191","8.927460670471191"
"87","8.927460670471191","8.927460670471191","8.927460670471191"
"88","9.125349998474121","9.125349998474121","9.125349998474121"
"89","9.125349998474121","9.125349998474121","9.125349998474121"
"90","7.186992168426514","7.186992168426514","7.186992168426514"
"91","7.186992168426514","7.186992168426514","7.186992168426514"
"92","7.353603363037109","7.353603363037109","7.353603363037109"
"93","7.353603363037109","7.353603363037109","7.353603363037109"
"94","6.951824188232422","6.951824188232422","6.951824188232422"
"95","6.951824188232422","6.951824188232422","6.951824188232422"
"96","7.736027717590332","7.736027717590332","7.736027717590332"
"97","7.736027717590332","7.736027717590332","7.736027717590332"
"98","6.846837997436523","6.846837997436523","6.846837997436523"
"99","6.846837997436523","6.846837997436523","6.846837997436523"
"100","8.531368255615234","8.531368255615234","8.531368255615234"
"101","8.531368255615234","8.531368255615234","8.531368255615234"
"102","7.217827320098877","7.217827320098877","7.217827320098877"
"103","7.217827320098877","7.217827320098877","7.217827320098877"
"104","7.381534099578857","7.381534099578857","7.381534099578857"
"105","7.381534099578857","7.381534099578857","7.381534099578857"
"106","7.241274356842041","7.241274356842041","7.241274356842041"
"107","7.241274356842041","7.241274356842041","7.241274356842041"
"108","7.049367427825928","7.049367427825928","7.049367427825928"
"109","7.049367427825928","7.049367427825928","7.049367427825928"
"110","7.197933197021484","7.197933197021484","7.197933197021484"
"111","7.197933197021484","7.197933197021484","7.197933197021484"
"112","6.874910831451416","6.874910831451416","6.874910831451416"
"113","6.874910831451416","6.874910831451416","6.874910831451416"
"114","7.093106746673584","7.093106746673584","7.093106746673584"
"115","7.093106746673584","7.093106746673584","7.093106746673584"
"116","6.749873638153076","6.749873638153076","6.749873638153076"
"117","6.749873638153076","6.749873638153076","6.749873638153076"
"118","6.5592122077941895","6.5592122077941895","6.5592122077941895"
"119","6.5592122077941895","6.5592122077941895","6.5592122077941895"
"120","8.03283977508545","8.03283977508545","8.03283977508545"
"121","8.03283977508545","8.03283977508545","8.03283977508545"
"122","7.438135623931885","7.438135623931885","7.438135623931885"
"123","7.438135623931885","7.438135623931885","7.438135623931885"
"124","6.95018196105957","6.95018196105957","6.95018196105957"
"125","6.95018196105957","6.95018196105957","6.95018196105957"
"126","6.493624210357666","6.493624210357666","6.493624210357666"
"127","6.493624210357666","6.493624210357666","6.493624210357666"
"128","6.1922407150268555","6.1922407150268555","6.1922407150268555"
"129","6.1922407150268555","6.1922407150268555","6.1922407150268555"
"130","6.195411205291748","6.195411205291748","6.195411205291748"
"131","6.195411205291748","6.195411205291748","6.195411205291748"
"132","6.496278762817383","6.496278762817383","6.496278762817383"
"133","6.496278762817383","6.496278762817383","6.496278762817383"
"134","5.749662399291992","5.749662399291992","5.749662399291992"
"135","5.749662399291992","5.749662399291992","5.749662399291992"
"136","5.851386547088623","5.851386547088623","5.851386547088623"
"137","5.851386547088623","5.851386547088623","5.851386547088623"
"138","5.463425636291504","5.463425636291504","5.463425636291504"
"139","5.463425636291504","5.463425636291504","5.463425636291504"
"140","5.525043487548828","5.525043487548828","5.525043487548828"
"141","5.525043487548828","5.525043487548828","5.525043487548828"
"142","7.3236083984375","7.3236083984375","7.3236083984375"
"143","7.3236083984375","7.3236083984375","7.3236083984375"
"144","6.974493026733398","6.974493026733398","6.974493026733398"
"145","6.974493026733398","6.974493026733398","6.974493026733398"
"146","5.498032093048096","5.498032093048096","5.498032093048096"
"147","5.498032093048096","5.498032093048096","5.498032093048096"
"148","6.561586380004883","6.561586380004883","6.561586380004883"
"149","6.561586380004883","6.561586380004883","6.561586380004883"
"150","6.588379383087158","6.588379383087158","6.588379383087158"
"151","6.588379383087158","6.588379383087158","6.588379383087158"
"152","9.051941871643066","9.051941871643066","9.051941871643066"
"153","9.051941871643066","9.051941871643066","9.051941871643066"
"154","5.2064080238342285","5.2064080238342285","5.2064080238342285"
"155","5.2064080238342285","5.2064080238342285","5.2064080238342285"
"156","5.070410251617432","5.070410251617432","5.070410251617432"
"157","5.070410251617432","5.070410251617432","5.070410251617432"
"158","6.397689342498779","6.397689342498779","6.397689342498779"
"159","6.397689342498779","6.397689342498779","6.397689342498779"
"160","4.779078006744385","4.779078006744385","4.779078006744385"
"161","4.779078006744385","4.779078006744385","4.779078006744385"
"162","6.351110935211182","6.351110935211182","6.351110935211182"
"163","6.351110935211182","6.351110935211182","6.351110935211182"
"164","6.439363479614258","6.439363479614258","6.439363479614258"
"165","6.439363479614258","6.439363479614258","6.439363479614258"
"166","4.9775824546813965","4.9775824546813965","4.9775824546813965"
"167","4.9775824546813965","4.9775824546813965","4.9775824546813965"
"168","5.1200337409973145","5.1200337409973145","5.1200337409973145"
"169","5.1200337409973145","5.1200337409973145","5.1200337409973145"
"170","4.66825008392334","4.66825008392334","4.66825008392334"
"171","4.66825008392334","4.66825008392334","4.66825008392334"
"172","5.4534912109375","5.4534912109375","5.4534912109375"
"173","5.4534912109375","5.4534912109375","5.4534912109375"
"174","4.445339202880859","4.445339202880859","4.445339202880859"
"175","4.445339202880859","4.445339202880859","4.445339202880859"
"176","4.542234897613525","4.542234897613525","4.542234897613525"
"177","4.542234897613525","4.542234897613525","4.542234897613525"
"178","5.071506023406982","5.071506023406982","5.071506023406982"
"179","5.071506023406982","5.071506023406982","5.071506023406982"
"180","4.702359676361084","4.702359676361084","4.702359676361084"
"181","4.702359676361084","4.702359676361084","4.702359676361084"
"182","4.801263809204102","4.801263809204102","4.801263809204102"
"183","4.801263809204102","4.801263809204102","4.801263809204102"
"184","5.810706615447998","5.810706615447998","5.810706615447998"
"185","5.810706615447998","5.810706615447998","5.810706615447998"
"186","6.5594305992126465","6.5594305992126465","6.5594305992126465"
"187","6.5594305992126465","6.5594305992126465","6.5594305992126465"
"188","6.039608001708984","6.039608001708984","6.039608001708984"
"189","6.039608001708984","6.039608001708984","6.039608001708984"
"190","5.4191412925720215","5.4191412925720215","5.4191412925720215"
"191","5.4191412925720215","5.4191412925720215","5.4191412925720215"
"192","4.640655040740967","4.640655040740967","4.640655040740967"
"193","4.640655040740967","4.640655040740967","4.640655040740967"
"194","5.745935916900635","5.745935916900635","5.745935916900635"
"195","5.745935916900635","5.745935916900635","5.745935916900635"
"196","9.630634307861328","9.630634307861328","9.630634307861328"
"197","9.630634307861328","9.630634307861328","9.630634307861328"
"198","4.304461479187012","4.304461479187012","4.304461479187012"
"199","4.304461479187012","4.304461479187012","4.304461479187012"
"200","6.149173736572266","6.149173736572266","6.149173736572266"
"201","6.149173736572266","6.149173736572266","6.149173736572266"
"202","5.926082611083984","5.926082611083984","5.926082611083984"
"203","5.926082611083984","5.926082611083984","5.926082611083984"
"204","5.215356826782227","5.215356826782227","5.215356826782227"
"205","5.215356826782227","5.215356826782227","5.215356826782227"
"206","7.274330139160156","7.274330139160156","7.274330139160156"
"207","7.274330139160156","7.274330139160156","7.274330139160156"
"208","4.907868385314941","4.907868385314941","4.907868385314941"
"209","4.907868385314941","4.907868385314941","4.907868385314941"
"210","4.743896484375","4.743896484375","4.743896484375"
"211","4.743896484375","4.743896484375","4.743896484375"
"212","5.65613317489624","5.65613317489624","5.65613317489624"
"213","5.65613317489624","5.65613317489624","5.65613317489624"
"214","7.0778326988220215","7.0778326988220215","7.0778326988220215"
"215","7.0778326988220215","7.0778326988220215","7.0778326988220215"
"216","4.43052864074707","4.43052864074707","4.43052864074707"
"217","4.43052864074707","4.43052864074707","4.43052864074707"
"218","5.763830184936523","5.763830184936523","5.763830184936523"
"219","5.763830184936523","5.763830184936523","5.763830184936523"
"220","4.663863658905029","4.663863658905029","4.663863658905029"
"221","4.663863658905029","4.663863658905029","4.663863658905029"
"222","5.319299697875977","5.319299697875977","5.319299697875977"
"223","5.319299697875977","5.319299697875977","5.319299697875977"
"224","7.417062282562256","7.417062282562256","7.417062282562256"
"225","7.417062282562256","7.417062282562256","7.417062282562256"
"226","9.21573543548584","9.21573543548584","9.21573543548584"
"227","9.21573543548584","9.21573543548584","9.21573543548584"
"228","4.372543811798096","4.372543811798096","4.372543811798096"
"229","4.372543811798096","4.372543811798096","4.372543811798096"
"230","4.427867889404297","4.427867889404297","4.427867889404297"
"231","4.427867889404297","4.427867889404297","4.427867889404297"
"232","6.361039161682129","6.361039161682129","6.361039161682129"
"233","6.361039161682129","6.361039161682129","6.361039161682129"
"234","5.590139389038086","5.590139389038086","5.590139389038086"
"235","5.590139389038086","5.590139389038086","5.590139389038086"
"236","5.1512770652771","5.1512770652771","5.1512770652771"
"237","5.1512770652771","5.1512770652771","5.1512770652771"
"238","5.498072624206543","5.498072624206543","5.498072624206543"
"239","5.498072624206543","5.498072624206543","5.498072624206543"
"240","4.864856719970703","4.864856719970703","4.864856719970703"
"241","4.864856719970703","4.864856719970703","4.864856719970703"
"242","9.99404525756836","9.99404525756836","9.99404525756836"
"243","9.99404525756836","9.99404525756836","9.99404525756836"
"244","9.528488159179688","9.528488159179688","9.528488159179688"
"245","9.528488159179688","9.528488159179688","9.528488159179688"
"246","6.792839527130127","6.792839527130127","6.792839527130127"
"247","6.792839527130127","6.792839527130127","6.792839527130127"
"248","5.907042026519775","5.907042026519775","5.907042026519775"
"249","5.907042026519775","5.907042026519775","5.907042026519775"
"250","5.389272212982178","5.389272212982178","5.389272212982178"
"251","5.389272212982178","5.389272212982178","5.389272212982178"
"252","4.570051193237305","4.570051193237305","4.570051193237305"
"253","4.570051193237305","4.570051193237305","4.570051193237305"
"254","4.330923557281494","4.330923557281494","4.330923557281494"
"255","4.330923557281494","4.330923557281494","4.330923557281494"
"256","4.352241516113281","4.352241516113281","4.352241516113281"
"257","4.352241516113281","4.352241516113281","4.352241516113281"
"258","4.555352210998535","4.555352210998535","4.555352210998535"
"259","4.555352210998535","4.555352210998535","4.555352210998535"
"260","4.930596828460693","4.930596828460693","4.930596828460693"
"261","4.930596828460693","4.930596828460693","4.930596828460693"
"262","4.6504740715026855","4.6504740715026855","4.6504740715026855"
"263","4.6504740715026855","4.6504740715026855","4.6504740715026855"
"264","4.521230697631836","4.521230697631836","4.521230697631836"
"265","4.521230697631836","4.521230697631836","4.521230697631836"
"266","4.411419868469238","4.411419868469238","4.411419868469238"
"267","4.411419868469238","4.411419868469238","4.411419868469238"
"268","4.436226844787598","4.436226844787598","4.436226844787598"
"269","4.436226844787598","4.436226844787598","4.436226844787598"
"270","6.455639839172363","6.455639839172363","6.455639839172363"
"271","6.455639839172363","6.455639839172363","6.455639839172363"
"272","5.645867347717285","5.645867347717285","5.645867347717285"
"273","5.645867347717285","5.645867347717285","5.645867347717285"
"274","6.412738800048828","6.412738800048828","6.412738800048828"
"275","6.412738800048828","6.412738800048828","6.412738800048828"
"276","5.020008563995361","5.020008563995361","5.020008563995361"
"277","5.020008563995361","5.020008563995361","5.020008563995361"
"278","5.086530685424805","5.086530685424805","5.086530685424805"
"279","5.086530685424805","5.086530685424805","5.086530685424805"
"280","4.832562446594238","4.832562446594238","4.832562446594238"
"281","4.832562446594238","4.832562446594238","4.832562446594238"
"282","5.339767932891846","5.339767932891846","5.339767932891846"
"283","5.339767932891846","5.339767932891846","5.339767932891846"
"284","4.3601861000061035","4.3601861000061035","4.3601861000061035"
"285","4.3601861000061035","4.3601861000061035","4.3601861000061035"
"286","4.544413089752197","4.544413089752197","4.544413089752197"
"287","4.544413089752197","4.544413089752197","4.544413089752197"
"288","4.38244104385376","4.38244104385376","4.38244104385376"
"289","4.38244104385376","4.38244104385376","4.38244104385376"
"290","4.774958610534668","4.774958610534668","4.774958610534668"
"291","4.774958610534668","4.774958610534668","4.774958610534668"
"292","4.444972038269043","4.444972038269043","4.444972038269043"
"293","4.444972038269043","4.444972038269043","4.444972038269043"
"294","4.310176849365234","4.310176849365234","4.310176849365234"
"295","4.310176849365234","4.310176849365234","4.310176849365234"
"296","4.573366641998291","4.573366641998291","4.573366641998291"
"297","4.573366641998291","4.573366641998291","4.573366641998291"
"298","5.523273468017578","5.523273468017578","5.523273468017578"
"299","5.523273468017578","5.523273468017578","5.523273468017578"
"300","6.089733600616455","6.089733600616455","6.089733600616455"
"301","6.089733600616455","6.089733600616455","6.089733600616455"
"302","4.9448137283325195","4.9448137283325195","4.9448137283325195"
"303","4.9448137283325195","4.9448137283325195","4.9448137283325195"
"304","5.241853713989258","5.241853713989258","5.241853713989258"
"305","5.241853713989258","5.241853713989258","5.241853713989258"
"306","5.070991516113281","5.070991516113281","5.070991516113281"
"307","5.070991516113281","5.070991516113281","5.070991516113281"
"308","5.192315101623535","5.192315101623535","5.192315101623535"
"309","5.192315101623535","5.192315101623535","5.192315101623535"
"310","4.743472099304199","4.743472099304199","4.743472099304199"
"311","4.743472099304199","4.743472099304199","4.743472099304199"
"312","5.041026592254639","5.041026592254639","5.041026592254639"
"313","5.041026592254639","5.041026592254639","5.041026592254639"
"314","5.079039573669434","5.079039573669434","5.079039573669434"
"315","5.079039573669434","5.079039573669434","5.079039573669434"
"316","5.268264293670654","5.268264293670654","5.268264293670654"
"317","5.268264293670654","5.268264293670654","5.268264293670654"
"318","4.711450576782227","4.711450576782227","4.711450576782227"
"319","4.711450576782227","4.711450576782227","4.711450576782227"
"320","6.507698059082031","6.507698059082031","6.507698059082031"
"321","6.507698059082031","6.507698059082031","6.507698059082031"
"322","5.391665458679199","5.391665458679199","5.391665458679199"
"323","5.391665458679199","5.391665458679199","5.391665458679199"
"324","5.577898979187012","5.577898979187012","5.577898979187012"
"325","5.577898979187012","5.577898979187012","5.577898979187012"
"326","5.568675994873047","5.568675994873047","5.568675994873047"
"327","5.568675994873047","5.568675994873047","5.568675994873047"
"328","6.604271411895752","6.604271411895752","6.604271411895752"
"329","6.604271411895752","6.604271411895752","6.604271411895752"
"330","5.668670177459717","5.668670177459717","5.668670177459717"
"331","5.668670177459717","5.668670177459717","5.668670177459717"
"332","5.88633394241333","5.88633394241333","5.88633394241333"
"333","5.88633394241333","5.88633394241333","5.88633394241333"
"334","7.056248664855957","7.056248664855957","7.056248664855957"
"335","7.056248664855957","7.056248664855957","7.056248664855957"
"336","10.409671783447266","10.409671783447266","10.409671783447266"
"337","10.409671783447266","10.409671783447266","10.409671783447266"
"338","6.083718776702881","6.083718776702881","6.083718776702881"
"339","6.083718776702881","6.083718776702881","6.083718776702881"
"340","5.432656288146973","5.432656288146973","5.432656288146973"
"341","5.432656288146973","5.432656288146973","5.432656288146973"
"342","6.327211856842041","6.327211856842041","6.327211856842041"
"343","6.327211856842041","6.327211856842041","6.327211856842041"
"344","9.641139030456543","9.641139030456543","9.641139030456543"
"345","9.641139030456543","9.641139030456543","9.641139030456543"
"346","9.688961029052734","9.688961029052734","9.688961029052734"
"347","9.688961029052734","9.688961029052734","9.688961029052734"
"348","5.123428821563721","5.123428821563721","5.123428821563721"
"349","5.123428821563721","5.123428821563721","5.123428821563721"
"350","5.632127285003662","5.632127285003662","5.632127285003662"
"351","5.632127285003662","5.632127285003662","5.632127285003662"
"352","7.714293956756592","7.714293956756592","7.714293956756592"
"353","7.714293956756592","7.714293956756592","7.714293956756592"
"354","5.8843255043029785","5.8843255043029785","5.8843255043029785"
"355","5.8843255043029785","5.8843255043029785","5.8843255043029785"
"356","7.385636329650879","7.385636329650879","7.385636329650879"
"357","7.385636329650879","7.385636329650879","7.385636329650879"
"358","6.226390838623047","6.226390838623047","6.226390838623047"
"359","6.226390838623047","6.226390838623047","6.226390838623047"
"360","7.112528324127197","7.112528324127197","7.112528324127197"
"361","7.112528324127197","7.112528324127197","7.112528324127197"
"362","7.25806188583374","7.25806188583374","7.25806188583374"
"363","7.25806188583374","7.25806188583374","7.25806188583374"
"364","7.681593418121338","7.681593418121338","7.681593418121338"
